Itemset,Frequency
"chickpeas, zucchini",3
"garlic, hominy",5
"hominy, potatoes",2
"hominy, squash",1
"hominy, tomato",3
"hominy, wings",1
"hominy, zucchini",1
"kernels, wings",1
"peppers, squash",3
"peppers, wings",3
"potatoes, wings",1
"squash, wings",1
"wings, zucchini",1
"allspice, curry",3
"allspice, gloves",2
"allspice, wings",1
"cinnamon, gloves",2
"cinnamon, wings",1
"curry, gloves",1
"curry, wings",2
"garlic, gloves",3
"ginger, gloves",2
"ginger, wings",4
"gloves, juice",2
"gloves, nutmeg",2
"gloves, oil",2
"gloves, pepper",3
"gloves, salt",2
"gloves, thyme",2
"gloves, wings",1
"nutmeg, wings",1
"beverage, oil",1
"beverage, paprika",1
"beverage, wings",1
"mustard, wings",2
"concentrate, wings",1
"curry, soy",2
"soy, wings",3
"turmeric, wings",2
"cheese, sticks",2
"sticks, tips",1
"eggs, thighs",9
"beans, breast",11
"breast, tomato",6
"broth, herbs",4
"cubes, herbs",2
"herbs, squash",1
"lemon, sage",3
"rosemary, seeds",3
"rosemary, shallots",2
"rosemary, sprouts",2
"sage, sprouts",1
"sage, thighs",5
"sausage, shallots",5
"shallots, spray",2
"shallots, thighs",5
"sprouts, thighs",3
"sprouts, thyme",4
"sprouts, wine",2
"butter, wheat",3
"cheese, wheat",2
"cornmeal, florets",1
"cornmeal, ginger",1
"cornmeal, slices",2
"cornmeal, thighs",1
"cornmeal, turmeric",1
"cornmeal, wheat",1
"egg, slices",10
"egg, wheat",2
"florets, wheat",1
"flour, turmeric",9
"ginger, slices",5
"ginger, wheat",1
"milk, thighs",4
"milk, wheat",2
"slices, thighs",7
"slices, turmeric",5
"slices, wheat",1
"thighs, turmeric",7
"thighs, wheat",1
"turmeric, wheat",1
"beans, gold",1
"butter, gold",1
"cheese, gold",1
"crumbs, gold",1
"gold, mustard",1
"gold, pepper",2
"gold, spray",1
"gold, thighs",1
"gold, thyme",1
"cardamom, ghee",2
"cardamom, thighs",2
"coriander, ghee",1
"cumin, ghee",1
"ghee, masala",2
"ghee, oil",2
"ghee, paprika",2
"ghee, thighs",2
"masala, thighs",4
"chickpeas, hearts",1
"chickpeas, lemon",3
"chickpeas, pistachios",1
"chickpeas, seeds",2
"chickpeas, skin",1
"chunks, pistachios",1
"chunks, skin",2
"hanout, hearts",1
"hanout, lemon",1
"hanout, parsley",1
"hanout, pistachios",1
"hanout, seeds",1
"hanout, skin",1
"hearts, pistachios",1
"hearts, seeds",1
"lemon, pistachios",1
"oil, pistachios",2
"parsley, pistachios",1
"pistachios, salt",1
"pistachios, seeds",1
"pistachios, skin",1
"seeds, skin",3
"broth, rutabaga",2
"cloves, rutabaga",1
"mushrooms, rutabaga",1
"mushrooms, turnips",1
"provence, rutabaga",1
"provence, thighs",3
"provence, turnips",1
"rutabaga, thighs",1
"thighs, turnips",1
"honey, limes",4
"honey, sriracha",3
"limes, sriracha",1
"peppercorns, thighs",4
"carrots, thirds",2
"lemon, thirds",2
"thighs, thirds",1
"broth, tapioca",1
"cheese, tapioca",1
"cloves, tapioca",1
"milk, tapioca",2
"mix, skin",3
"mix, tapioca",1
"mushrooms, tapioca",1
"peas, skin",3
"sage, tapioca",1
"skin, tapioca",1
"breasts, pecans",5
"breasts, syrup",1
"flour, syrup",13
"pecans, syrup",8
"breasts, goya",1
"chicken, vinegar",12
"halves, liquid",2
"liquid, vegetables",2
"breasts, brown",1
"breasts, peas",7
"breasts, sauce",26
"breasts, seeds",1
"breasts, sprouts",3
"brown, oil",1
"brown, onion",1
"brown, peas",1
"brown, peppers",1
"brown, sauce",1
"brown, seeds",1
"brown, sprouts",1
"brown, water",2
"breasts, florets",5
"breasts, milk",17
"breasts, cabbage",2
"breasts, pods",1
"breasts, rings",3
"breasts, zucchini",2
"cabbage, rings",1
"pods, rings",1
"pods, sprouts",1
"pods, zucchini",1
"almonds, chestnuts",2
"almonds, cornstarch",3
"almonds, sherry",3
"almonds, shoots",1
"almonds, soy",3
"almonds, stock",4
"bite, chestnuts",1
"bite, sherry",1
"bite, shoots",1
"bite, soy",4
"celery, shoots",2
"chestnuts, sherry",4
"chestnuts, stock",1
"salt, shoots",8
"sherry, shoots",2
"shoots, soy",4
"shoots, stock",2
"brandy, carrots",2
"brandy, cider",2
"brandy, giblets",2
"brandy, leaf",2
"brandy, marjoram",2
"brandy, syrup",2
"brandy, thyme",2
"brandy, zest",2
"celery, syrup",5
"cider, giblets",3
"cider, marjoram",2
"cider, syrup",3
"cider, zest",2
"flour, giblets",4
"giblets, marjoram",3
"giblets, stock",4
"giblets, syrup",2
"giblets, zest",2
"leaf, syrup",2
"leaf, zest",6
"marjoram, zest",5
"stock, zest",10
"syrup, zest",3
"carcass, garlic",3
"carcass, skin",1
"carrot, skin",2
"cloves, giblets",3
"giblets, lengths",1
"lengths, poultry",1
"poultry, wedges",1
"chunks, giblets",3
"chunks, poultry",1
"cubes, giblets",3
"giblets, honey",4
"giblets, juice",4
"giblets, water",9
"juice, poultry",4
"broth, vermouth",4
"butter, stalks",5
"butter, vermouth",4
"carrots, vermouth",2
"cornstarch, giblets",1
"cornstarch, stalks",4
"cornstarch, vermouth",1
"giblets, stalks",1
"giblets, sugar",5
"giblets, vermouth",1
"onions, vermouth",1
"salt, vermouth",3
"stalks, sugar",4
"stalks, vermouth",1
"sugar, vermouth",2
"brandy, broth",1
"broth, cider",7
"allspice, limes",1
"limes, thyme",1
"breast, marinara",1
"breast, strands",1
"garlic, strands",2
"marinara, spinach",8
"marinara, strands",1
"carrots, crosswise",2
"celery, crosswise",4
"crosswise, onions",2
"crosswise, turkey",1
"crosswise, wine",3
"apple, berries",4
"apple, chunks",1
"apple, peppercorns",3
"apple, sprigs",2
"apple, stick",1
"berries, ginger",5
"berries, sage",2
"berries, sprigs",2
"berries, stick",1
"sage, stick",2
"sprigs, stick",1
"carrot, turkey",6
"shallot, turkey",1
"turkey, zest",5
"beans, carcass",4
"breast, carcass",1
"breast, vegetables",1
"carcass, vegetables",1
"chutney, cilantro",1
"chutney, cumin",2
"chutney, garlic",3
"chutney, juice",2
"chutney, masala",1
"chutney, oil",3
"chutney, onion",4
"chutney, paprika",1
"chutney, salt",2
"chutney, shoulder",1
"chutney, turmeric",1
"chutney, wedges",1
"chutney, yogurt",1
"paprika, shoulder",6
"shoulder, wedges",1
"shoulder, yogurt",1
"turmeric, wedges",6
"chops, guinness",2
"chops, roux",1
"guinness, roux",1
"onions, roux",1
"parsley, roux",1
"roux, stock",1
"lamb, paste",8
"lamb, seed",2
"mint, paste",5
"mint, seed",2
"cube, leaves",1
"cube, peppercorns",1
"cube, portions",1
"cube, vinegar",1
"flour, portions",1
"leaves, portions",2
"onion, portions",1
"peppercorns, portions",2
"portions, potatoes",1
"portions, sauce",1
"portions, tomatoes",1
"portions, vinegar",2
"cucumbers, leaves",4
"cucumbers, peanuts",1
"cucumbers, tofu",1
"leaves, peanuts",7
"breasts, broccoli",3
"garlic, velveeta",3
"juice, velveeta",1
"slices, velveeta",1
"cashews, cornstarch",5
"cashews, poupon",1
"cornstarch, poupon",1
"flakes, poupon",1
"pepper, poupon",1
"poupon, water",1
"cucumber, half",3
"honey, seasoning",2
"almonds, carrot",4
"almonds, lengthwise",1
"almonds, mix",3
"almonds, pasta",3
"almonds, roma",1
"almonds, segments",3
"carrot, roma",1
"carrot, segments",1
"chicken, lengthwise",5
"chicken, roma",1
"chicken, segments",1
"chicken, sugar",18
"garlic, roma",1
"ginger, roma",1
"lengthwise, pasta",5
"lengthwise, roma",1
"lengthwise, segments",1
"mix, roma",1
"pasta, roma",1
"pasta, segments",2
"roma, segments",1
"roma, spinach",1
"segments, spinach",1
"pasta, seeds",9
"beans, mayonnaise",18
"chunky, mayonnaise",1
"chunky, pasta",1
"chunky, peppers",2
"cilantro, olives",13
"dressing, mushrooms",4
"chives, tarragon",5
"florets, spaghetti",4
"halves, spaghetti",6
"mix, spaghetti",4
"shells, spaghetti",4
"asparagus, lengthwise",1
"cornstarch, spaghetti",4
"broth, white",2
"carrots, white",3
"milk, white",2
"noodles, white",1
"white, wine",1
"white, zucchini",1
"carrots, clove",1
"cheese, clove",3
"clove, egg",2
"clove, salt",5
"clove, tomatoes",3
"broccoli, lengthwise",3
"broccoli, pesto",1
"broccoli, seasoning",3
"broccoli, squares",1
"carrot, pesto",1
"carrot, squares",2
"cheese, squares",1
"lengthwise, noodles",4
"lengthwise, pesto",1
"lengthwise, squares",1
"noodles, pesto",3
"noodles, squares",2
"pesto, seasoning",2
"pesto, squares",1
"seasoning, squares",3
"spinach, squares",2
"bite, pasta",5
"bite, zucchini",3
"herb, sauce",2
"herb, strips",2
"noodles, squash",3
"broccoli, mix",9
"eggs, kernels",4
"kernels, noodles",3
"kernels, soup",4
"cheese, leek",5
"leek, milk",3
"leek, nutmeg",3
"leek, squash",4
"leek, vinegar",1
"eye, ginger",1
"eye, honey",1
"eye, oil",1
"eye, soy",1
"eye, sugar",1
"eye, vinegar",1
"eye, water",2
"eye, worcestershire",1
"ginger, worcestershire",2
"shallots, steaks",2
"carrot, shrimp",11
"corn, soy",6
"cabbage, loin",2
"cabbage, vermicelli",1
"cilantro, spice",2
"cilantro, vermicelli",4
"cornstarch, vermicelli",1
"eggs, vermicelli",1
"garlic, vermicelli",1
"loin, mushrooms",2
"loin, shrimp",4
"loin, spice",2
"loin, sprouts",3
"loin, strips",1
"loin, vermicelli",1
"mushrooms, spice",4
"mushrooms, vermicelli",1
"onion, vermicelli",3
"pepper, vermicelli",3
"sauce, vermicelli",2
"shrimp, spice",2
"shrimp, vermicelli",2
"spice, sprouts",1
"spice, strips",4
"spice, vermicelli",1
"strips, vermicelli",1
"vermicelli, wine",1
"cilantro, msg",1
"cilantro, towel",1
"cucumber, msg",1
"cucumber, towel",1
"eggs, towel",1
"garlic, towel",1
"msg, rice",1
"msg, towel",1
"oil, towel",2
"onion, towel",2
"pepper, towel",2
"rice, towel",1
"salt, towel",2
"sauce, towel",1
"sugar, towel",1
"towel, water",1
"egg, medley",1
"garlic, medley",3
"ginger, medley",3
"medley, oil",3
"medley, soy",3
"bellas, butter",1
"bellas, caps",1
"bellas, cheese",1
"bellas, oil",1
"bellas, parsley",1
"bellas, pepper",1
"bellas, rice",1
"bellas, salt",1
"bellas, shallot",1
"bellas, stock",1
"bellas, thyme",1
"bellas, wine",1
"caps, parsley",1
"caps, rice",1
"caps, shallot",1
"caps, stock",1
"caps, thyme",1
"caps, wine",1
"broth, palm",1
"butter, palm",1
"cheese, palm",1
"palm, parsley",1
"palm, rice",1
"palm, wine",1
"granules, soy",1
"granules, wine",7
"quinoa, soy",1
"broth, fennel",1
"butter, fennel",4
"cheese, fennel",2
"fennel, parsley",2
"fennel, rice",2
"mushrooms, stalk",1
"rice, stalk",4
"stalk, stock",2
"stalk, wine",3
"broth, grigio",2
"butter, grigio",2
"cheese, grigio",2
"cream, grigio",3
"garlic, grigio",1
"grigio, juice",2
"grigio, parsley",1
"grigio, pepper",3
"grigio, rice",1
"grigio, salt",2
"grigio, shallot",1
"grigio, shrimp",1
"grigio, wedges",1
"cucumber, pimento",1
"cucumber, potatoes",7
"oil, pimento",1
"corn, mustard",3
"lengthwise, mustard",4
"lengthwise, peanuts",3
"lengthwise, potato",1
"peanuts, potato",1
"beets, pickles",1
"carrots, pickles",2
"bacon, dill",2
"limes, masala",1
"limes, paste",7
"limes, yogurt",2
"mayonnaise, rounds",2
"mayonnaise, slices",7
"mix, pickles",2
"mustard, peppers",11
"peppers, pickles",4
"pickles, seasoning",2
"pickles, slices",2
"meat, parsnip",1
"parsnip, seasoning",1
"parsnip, vegetables",1
"seasoning, vegetables",1
"chunks, turkey",3
"florets, turkey",1
"peas, turkey",12
"broth, hazelnuts",1
"butter, hazelnuts",1
"chunks, hazelnuts",1
"cloves, hazelnuts",2
"crumbs, hazelnuts",1
"fillets, hazelnuts",1
"hazelnuts, oil",5
"hazelnuts, salt",3
"cheese, vinaigrette",11
"chunks, halves",9
"chunks, vinaigrette",1
"florets, vinaigrette",2
"mushrooms, vinaigrette",1
"tomatoes, vinaigrette",9
"sherry, tomato",4
"bowls, crumbs",1
"bowls, flour",1
"bowls, frying",1
"bowls, onion",1
"bowls, pepper",1
"bowls, potatoes",1
"parsnips, sauce",1
"parsnips, steak",1
"potato, steak",2
"rutabaga, sauce",1
"rutabaga, steak",1
"carrots, fat",2
"carrots, master",1
"celery, fat",2
"celery, master",1
"cornstarch, fat",1
"cornstarch, master",1
"fat, master",1
"fat, potatoes",3
"master, potatoes",1
"master, salt",1
"master, water",1
"apple, barbecue",1
"apple, halves",7
"barbecue, carrots",1
"barbecue, cranberries",1
"barbecue, halves",2
"barbecue, onion",3
"barbecue, potato",1
"carrots, cranberries",2
"cranberries, halves",4
"cranberries, potato",1
"halves, potato",3
"olives, rosemary",3
"olives, rounds",3
"olives, thighs",6
"rounds, thighs",1
"rounds, zest",1
"thighs, zest",5
"barley, crisco",1
"basil, crisco",1
"broth, crisco",1
"crisco, flour",1
"crisco, leaf",1
"crisco, onion",1
"crisco, parsley",1
"crisco, pepper",1
"crisco, potatoes",1
"crisco, salt",1
"crisco, tomatoes",1
"crisco, vegetables",1
"casings, thyme",5
"casings, wedges",1
"leaf, lengthwise",2
"barley, curry",2
"barley, zucchini",1
"chicken, kernels",2
"base, chicken",2
"base, noodles",3
"base, pasta",2
"base, slices",1
"base, squash",1
"base, zucchini",1
"chicken, squash",2
"slices, squash",2
"slices, zucchini",4
"chicken, leaf",9
"chicken, stalks",2
"chicken, stock",13
"parsley, stalks",3
"squash, stalks",1
"stalks, stock",2
"leaves, vegetables",1
"rice, thighs",23
"thighs, vegetables",1
"cabbage, cube",1
"cabbage, ears",1
"carrots, ears",1
"celery, ears",1
"chestnuts, cube",1
"chestnuts, ears",1
"chestnuts, root",8
"chestnuts, zucchini",1
"cube, ears",1
"cube, garlic",2
"cube, onions",2
"cube, peas",1
"cube, root",1
"cube, size",1
"cube, zucchini",1
"ears, florets",1
"ears, garlic",1
"ears, mushrooms",2
"ears, oil",2
"ears, onions",1
"ears, peas",1
"ears, pepper",2
"ears, root",1
"ears, sauce",2
"ears, size",1
"ears, water",2
"ears, zucchini",1
"size, zucchini",2
"basil, lemongrass",1
"basil, matchsticks",2
"basil, sprouts",6
"cabbage, chicken",8
"cabbage, lemongrass",1
"cabbage, lemons",2
"chicken, lemongrass",2
"chicken, lime",4
"chicken, matchsticks",3
"chicken, mint",1
"chicken, paste",9
"chicken, sprouts",4
"cilantro, matchsticks",5
"cilantro, peppercorns",6
"ginger, lemons",1
"lemongrass, lemons",1
"lemongrass, lime",3
"lemongrass, matchsticks",1
"lemongrass, mint",1
"lemongrass, mushrooms",4
"lemongrass, paste",5
"lemongrass, pepper",6
"lemongrass, soy",2
"lemongrass, water",4
"lemons, lime",2
"lemons, matchsticks",1
"lemons, mushrooms",2
"lemons, paste",1
"lemons, peppercorns",2
"lemons, sauce",2
"lemons, soy",1
"lemons, sprouts",1
"lime, matchsticks",3
"lime, peppercorns",3
"lime, soy",4
"matchsticks, mint",3
"matchsticks, pepper",13
"matchsticks, peppercorns",1
"matchsticks, sprouts",4
"mint, mushrooms",2
"mint, peppercorns",2
"mint, soy",1
"mint, sprouts",5
"paste, sprouts",5
"peppercorns, soy",2
"broccoli, thighs",1
"cauliflower, thighs",2
"cauliflower, zucchini",1
"thighs, zucchini",2
"meat, sage",2
"sage, soup",7
"soup, thyme",17
"cubes, spray",15
"basil, cavender",1
"beef, rounds",4
"cavender, celery",1
"cavender, chunks",1
"cavender, flakes",2
"cavender, garlic",2
"cavender, juice",2
"cavender, leaf",1
"cavender, oil",2
"cavender, onions",1
"cavender, rounds",1
"cavender, seasoning",1
"cavender, thyme",1
"flakes, rounds",3
"leaf, rounds",3
"broth, sauvignon",1
"carrots, sauvignon",1
"cornstarch, sauvignon",1
"flour, sauvignon",1
"garlic, sauvignon",1
"leaves, sauvignon",1
"meat, sauvignon",1
"oil, sauvignon",1
"onion, sauvignon",2
"pepper, sauvignon",1
"potatoes, sauvignon",1
"salt, sauvignon",1
"sauvignon, thyme",1
"sauvignon, water",1
"apple, breadcrumbs",1
"apple, stalk",1
"applesauce, breadcrumbs",1
"applesauce, cloves",3
"applesauce, ginger",2
"applesauce, stalk",1
"applesauce, water",5
"breadcrumbs, butter",3
"breadcrumbs, cinnamon",1
"breadcrumbs, cloves",1
"breadcrumbs, ginger",1
"breadcrumbs, loin",1
"breadcrumbs, nutmeg",1
"breadcrumbs, stalk",1
"breadcrumbs, walnuts",1
"breadcrumbs, water",2
"loin, nutmeg",2
"loin, stalk",1
"loin, walnuts",2
"nutmeg, stalk",2
"stalk, walnuts",1
"butter, marinade",1
"carrots, marinade",1
"celery, marinade",2
"flakes, marinade",1
"flakes, vidalia",2
"garlic, marinade",2
"marinade, mix",1
"marinade, onion",5
"marinade, pepper",3
"marinade, potatoes",1
"marinade, shallots",1
"marinade, shoulder",1
"marinade, vidalia",1
"marinade, water",1
"mix, shallots",1
"mix, shoulder",2
"mix, vidalia",1
"onion, vidalia",1
"shallots, vidalia",1
"shoulder, vidalia",1
"bulb, garlic",1
"bulb, leaves",1
"bulb, onions",1
"bulb, peppercorns",1
"bulb, pork",1
"bulb, seed",1
"peppercorns, pork",1
"cumin, tenderloin",5
"seeds, tenderloin",2
"syrup, tenderloin",2
"broth, picnic",1
"carrots, picnic",1
"celery, picnic",1
"chunks, picnic",1
"garlic, picnic",1
"onion, picnic",1
"pepper, picnic",1
"applesauce, chunks",1
"applesauce, pork",2
"beets, paprika",2
"beets, prunes",1
"beets, shoulder",1
"cream, prunes",2
"flour, prunes",2
"onions, prunes",1
"paprika, prunes",2
"prunes, shoulder",3
"chives, loin",1
"cubes, tortillas",6
"dill, lime",3
"avocado, jicama",1
"cheese, jicama",1
"cucumber, fillets",2
"cucumber, wedges",5
"fillets, jicama",1
"jicama, lettuce",1
"jicama, wedges",2
"lettuce, wedges",4
"avocados, cabbage",2
"avocados, fresco",1
"avocados, honey",2
"avocados, zest",3
"butter, fresco",1
"cabbage, fresco",2
"fresco, honey",1
"fresco, pepper",2
"fresco, seeds",1
"fresco, shrimp",1
"fresco, zest",1
"seeds, tortillas",3
"tortillas, zest",2
"cilantro, tomatillos",4
"cumin, tomatillos",2
"garlic, tomatillos",2
"oregano, tomatillos",1
"pepper, tomatillos",3
"mustard, shrimp",18
"butter, spears",3
"bacon, curry",2
"bacon, ginger",1
"bacon, tofu",1
"bacon, wrappers",1
"curry, weed",3
"curry, wrappers",1
"ginger, weed",1
"mushrooms, wrappers",4
"mustard, wrappers",2
"parsley, wrappers",2
"tofu, weed",2
"tofu, wrappers",2
"tomato, wrappers",1
"weed, wrappers",1
"wine, wrappers",3
"basil, bragg",2
"bragg, choy",2
"bragg, cornstarch",1
"bragg, curry",2
"bragg, ginger",2
"bragg, juice",2
"bragg, milk",1
"bragg, mushrooms",1
"bragg, onions",1
"bragg, paste",1
"bragg, pepper",5
"bragg, peppers",1
"bragg, salt",2
"bragg, spinach",2
"bragg, tofu",2
"bragg, tomatoes",1
"choy, curry",3
"choy, peppers",3
"choy, spinach",2
"cornstarch, spinach",6
"bottoms, celery",1
"bottoms, cloves",1
"bottoms, crumbs",1
"bottoms, cubes",1
"bottoms, egg",1
"bottoms, flakes",1
"bottoms, oil",1
"bottoms, onion",1
"bottoms, parsley",1
"bottoms, pepper",2
"bottoms, salt",1
"corn, crumbles",1
"crumbles, cumin",1
"crumbles, leaves",2
"cheese, germ",2
"egg, germ",5
"egg, lentils",8
"garlic, germ",1
"germ, lentils",3
"germ, oil",8
"germ, onion",4
"germ, pepper",3
"germ, water",4
"cilantro, pecans",2
"juice, quinoa",9
"almonds, avocados",2
"almonds, greens",1
"avocados, greens",1
"avocados, mustard",3
"apple, craisins",2
"apple, fage",1
"celery, fage",1
"cheese, fage",1
"chicken, craisins",1
"chicken, fage",1
"craisins, fage",1
"craisins, mustard",1
"craisins, pecans",2
"fage, mustard",1
"fage, onion",1
"fage, pecans",1
"fage, pepper",1
"banana, footnote",1
"banana, ounces",1
"banana, protein",2
"banana, yogurt",2
"blueberries, footnote",1
"blueberries, ounces",1
"blueberries, protein",1
"blueberries, yogurt",2
"footnote, honey",1
"footnote, ounces",1
"footnote, protein",1
"footnote, strawberries",1
"footnote, yogurt",1
"honey, ounces",2
"honey, protein",1
"ounces, protein",1
"ounces, strawberries",1
"ounces, yogurt",2
"protein, strawberries",1
"protein, yogurt",1
"bananas, chunks",3
"bananas, matcha",1
"bananas, raspberries",2
"bananas, spinach",1
"chunks, matcha",1
"chunks, peaches",1
"chunks, raspberries",1
"juice, matcha",1
"juice, raspberries",2
"matcha, peaches",1
"matcha, raspberries",1
"matcha, spinach",1
"matcha, strawberries",1
"peaches, spinach",1
"bisquick, cinnamon",2
"bisquick, ginger",2
"bisquick, milk",5
"bisquick, nutmeg",2
"bisquick, oil",4
"bisquick, pumpkin",1
"ginger, pumpkin",4
"baking, cinnamon",6
"cinnamon, tartar",2
"eggs, tartar",2
"oats, tartar",1
"oil, tartar",3
"tartar, water",3
"banana, bananas",1
"banana, syrup",2
"bananas, syrup",4
"butter, meal",1
"meal, syrup",1
"meal, vanilla",1
"eggnog, flour",1
"eggnog, oil",1
"eggnog, salt",1
"eggnog, soda",1
"eggnog, sugar",1
"baking, cloves",3
"baking, cornmeal",4
"baking, extract",6
"baking, pumpkin",1
"cinnamon, cornmeal",2
"cornmeal, extract",1
"cornmeal, pumpkin",1
"extract, pumpkin",1
"bacon, frying",1
"frying, thyme",2
"banana, seed",1
"extract, seed",2
"baking, blueberries",2
"chops, crackers",5
"barbecue, cheese",3
"barbecue, chicken",1
"barbecue, cilantro",2
"barbecue, croutons",1
"barbecue, egg",1
"barbecue, jar",1
"barbecue, mix",1
"barbecue, oil",1
"barbecue, pork",2
"barbecue, sauce",1
"chicken, croutons",2
"chicken, jar",1
"cilantro, croutons",1
"croutons, egg",3
"croutons, jar",1
"croutons, mix",1
"croutons, oil",6
"croutons, pork",1
"croutons, sauce",2
"croutons, sugar",3
"egg, jar",2
"jar, mix",1
"jar, pork",1
"jar, sauce",2
"jar, sugar",1
"chilies, halves",2
"chilies, hominy",2
"chilies, leaf",1
